profile,count,severity_band
230101100,1,2
300300001,1,2
200200100,1,2
003210010,1,2
213100110,1,2
011101210,1,2
010102200,1,2
003011000,1,2
221101000,1,2
100032000,1,2
213010000,1,2
120200100,1,2
200131000,1,2
011301011,1,2
111003100,1,2
120320000,1,2
330101010,1,2
220002100,1,2
013200200,1,2
112131000,1,2
120122000,1,2
111110011,1,2
310130000,1,2
122201010,1,2
003100300,1,2
111113010,1,2
100220020,1,2
120111100,1,2
110310200,1,2
000030030,1,2
112301000,1,2
220200200,1,2
121211100,1,2
212110100,1,2
002110020,1,2
111101120,1,2
232200000,1,2
012113001,1,2
000023300,1,2
103101010,1,2
023202000,1,2
110330010,1,2
010003100,1,2
002130110,1,2
003100002,1,2
013320000,1,2
203100010,1,2
030000020,1,2
003310020,1,2
030130000,1,2
000310300,1,2
102010100,1,2
222020000,1,2
201112000,1,2
032003100,1,2
010130110,1,2
110012001,1,2
011123100,1,2
031010000,1,2
700110000,1,2
110220100,1,2
102212100,1,2
220111110,1,2
303000030,1,2
011301020,1,2
203120000,1,2
310001300,1,2
002210300,1,2
011021100,1,2
003121000,1,2
001103010,1,2
000201020,1,2
001120130,1,2
000101130,1,2
101210030,1,2
201030000,1,2
110221000,1,2
110210110,1,2
112101200,1,2
111100011,1,2
330000001,1,2
020102010,1,2
112021000,1,2
010211010,1,2
021100111,1,2
110210100,1,2
110131100,1,2
021130011,1,2
112310010,1,2
221300000,1,2
320100100,1,2
002300030,1,2
203002000,1,2
120210300,1,2
001120001,1,2
111031010,1,2
000311001,1,2
012110001,1,2
001123000,1,2
220200100,1,2
310111110,1,2
131201000,1,2
211130100,1,2
100101020,1,2
112320000,1,2
000200210,1,2
121101010,1,2
011111101,1,2
210011110,1,2
300100120,1,2
310300010,1,2
230211000,1,2
210200300,1,2
030101001,1,2
111102001,1,2
132001020,1,2
013100120,1,2
101101300,1,2
011102300,1,2
001032000,1,2
312000100,1,2
011110300,1,2
011321100,1,2
001003100,1,2
212101000,1,2
200222100,1,2
100103000,1,2
210001300,1,2
300101110,1,2
302210000,1,2
331101000,1,2
002200300,1,2
323000000,1,2
110100120,1,2
003110210,1,2
000212000,1,2
023200001,1,2
111201200,1,2
012001010,1,2
220001301,1,2
012200020,1,2
011201200,1,2
111310200,1,2
021202002,1,2
103020010,1,2
302130000,1,2
110012310,1,2
023111100,1,2
032010000,1,2
701000000,1,2
011131000,1,2
202100300,1,2
000200220,1,2
111202200,1,2
110130020,1,2
111300030,1,2
023210010,1,2
111321000,1,2
200131100,1,2
103001000,1,2
013102010,1,2
000212020,1,2
000330003,1,2
210101210,1,2
211300010,1,2
000121200,1,2
211100200,1,2
112201001,1,2
121301001,1,2
101110011,1,2
020010021,1,2
011011030,1,2
001130300,1,2
011120300,1,2
211102020,1,2
010300030,1,2
101100020,1,2
113111001,1,2
233000001,1,2
111021012,1,2
031100100,1,2
110321100,1,2
123101000,1,2
110021000,1,2
220111200,1,2
100113200,1,2
001220120,1,2
001200210,1,2
010201100,1,2
000121010,1,2
122102000,1,2
002300010,1,2
211100020,1,2
100200310,1,2
002221100,1,2
112201011,1,2
003301100,1,2
100301110,1,2
101210110,1,2
002310200,1,2
121211010,1,2
020320110,1,2
200202030,1,2
120320100,1,2
001120020,1,2
010211000,1,2
221100000,1,2
012110210,1,2
030101300,1,2
112111010,1,2
011113010,1,2
002220020,1,2
221112000,1,2
102111210,1,2
200001030,1,2
200310120,1,2
000031001,1,2
310030000,1,2
211010100,1,2
003000121,1,2
121211001,1,2
212200200,1,2
100010300,1,2
301300100,1,2
111112011,1,2
100120100,1,2
021102001,1,2
010112001,1,2
111132000,1,2
310101110,1,2
311121000,1,2
311100100,1,2
100230200,1,2
001203000,1,2
201012000,1,2
120010010,1,2
203110110,1,2
020020130,1,2
200101100,1,2
032000000,1,2
011121001,1,2
200003000,1,2
210220100,1,2
110211000,1,2
220200000,1,2
003302010,1,2
102201200,1,2
021301000,1,2
121110200,1,2
010102010,1,2
121001100,1,2
000020320,1,2
311112000,1,2
030010100,1,2
310001000,1,2
000032000,1,2
101221020,1,2
133000100,1,2
211011000,1,2
012120110,1,2
003321000,1,2
210100200,1,2
000132000,1,2
002002100,1,2
013111200,1,2
020011100,1,2
310030020,1,2
000332100,1,2
011021010,1,2
010221000,1,2
001100330,1,2
021120100,1,2
220201000,1,2
013003000,1,2
030220000,1,2
121130010,1,2
220102000,1,2
211220100,1,2
310110100,1,2
010210002,1,2
310100010,1,2
070000100,1,2
102210210,1,2
313100001,1,2
101111001,1,2
220120001,1,2
002221020,1,2
111101220,1,2
200030020,1,2
002311110,1,2
132201000,1,2
330100010,1,2
112012200,1,2
710000100,1,2
113102010,1,2
111230000,1,2
002320100,1,2
110121010,1,2
011310300,1,2
003011110,1,2
110301001,1,2
022010000,1,2
021121010,1,2
030011200,1,2
011003000,1,2
100211000,1,2
010101200,1,2
000130010,1,2
012130100,1,2
112201010,1,2
010111201,1,2
210101200,1,2
102100300,1,2
012210000,1,2
001321000,1,2
013302000,1,2
010030020,1,2
211102100,1,2
101100120,1,2
021230010,1,2
020211020,1,2
220201200,1,2
011311000,1,2
020100121,1,2
211310000,1,2
110202001,1,2
002112001,1,2
201101001,1,2
020100210,1,2
011131010,1,2
022011000,1,2
221110200,1,2
210202000,1,2
130021000,1,2
113210010,1,2
030301100,1,2
002001310,1,2
003122000,1,2
112011200,1,2
211100210,1,2
202203000,1,2
211200000,1,2
110212000,1,2
221100100,1,2
102210010,1,2
011112000,1,2
003132000,1,2
000102023,1,2
002031010,1,2
002300300,1,2
311300000,1,2
113030000,1,2
203211000,1,2
021101001,1,2
002100330,1,2
023030000,1,2
113001100,1,2
123200000,1,2
030000030,1,2
112003110,1,2
112020110,1,2
123100200,1,2
011210010,1,2
021132000,1,2
220211000,1,2
021321000,1,2
110200100,1,2
200130100,1,2
320010000,1,2
020201020,1,2
002202000,1,2
010301010,1,2
102330000,1,2
321100200,1,2
030202000,1,2
111101020,1,2
301120000,1,2
111012000,1,2
012121000,1,2
110011300,1,2
111210200,1,2
010021011,1,2
110111200,1,2
200310000,1,2
310010000,1,2
023003001,1,2
111101103,1,2
122110010,1,2
122111010,1,2
212110110,1,2
111011010,1,2
121120000,1,2
002210010,1,2
011300031,1,2
012212001,1,2
011222100,1,2
033002000,1,2
110220110,1,2
000700000,1,2
010203101,1,2
102121010,1,2
011311100,1,2
231110000,1,2
000320200,1,2
122310000,1,2
103000310,1,2
211101011,1,2
003201010,1,2
022202000,1,2
100300300,1,2
211110300,1,2
302000030,1,2
013102000,1,2
212200000,1,2
111300210,1,2
011110001,1,2
221101010,1,2
002030000,1,2
003200001,1,2
310101030,1,2
111101202,1,2
111212001,1,2
000220110,1,2
112001000,1,2
013200020,1,2
300000003,1,2
310130100,1,2
003311000,1,2
003100020,1,2
311310000,1,2
112200300,1,2
112000100,1,2
010203100,1,2
110300100,1,2
122103000,1,2
001230100,1,2
121011012,1,2
000031003,1,2
110321010,1,2
202201000,1,2
211211100,1,2
031301000,1,2
001100220,1,2
202220000,1,2
111011310,1,2
003120100,1,2
123100110,1,2
131300010,1,2
000311000,1,2
101001110,1,2
330010000,1,2
001112000,1,2
002201100,1,2
110100101,1,2
013201001,1,2
112130001,1,2
110111020,1,2
102203000,1,2
302101000,1,2
111121001,1,2
300200030,1,2
011011011,1,2
001303000,1,2
001220010,1,2
121000100,1,2
001030010,1,2
012210010,1,2
102200200,1,2
101300200,1,2
012101200,1,2
300003000,1,2
003033000,1,2
110301020,1,2
003020030,1,2
110003000,1,2
023300010,1,2
101012100,1,2
001121100,1,2
001120010,1,2
010033000,1,2
013001001,1,2
111020000,1,2
120111111,1,2
010130100,1,2
202311000,1,2
000011013,1,2
330000010,1,2
022001000,1,2
011201100,1,2
130112010,1,2
011111120,1,2
220012020,1,2
012310100,1,2
010301110,1,2
102130200,1,2
011301200,1,2
021000020,1,2
201020201,1,2
113100030,1,2
011310010,1,2
110201111,1,2
100020110,1,2
001200200,1,2
010130020,1,2
110100102,1,2
100311100,1,2
000100007,1,2
110103000,1,2
220112000,1,2
121010100,1,2
011220210,1,2
120121020,1,2
310103100,1,2
120300021,1,2
100211200,1,2
100000121,1,2
121011000,1,2
012201010,1,2
111010011,1,2
113101010,1,2
011020110,1,2
103130100,1,2
010103011,1,2
201121000,1,2
010200110,1,2
102200210,1,2
023002000,1,2
100210110,1,2
110310110,1,2
100011210,1,2
120210000,1,2
022002000,1,2
231200000,1,2
220210000,1,2
111300300,1,2
002210220,1,2
130100001,1,2
102211011,1,2
111201001,1,2
203010000,1,2
003110110,1,2
002200210,1,2
300001100,1,2
100231000,1,2
101330010,1,2
021210010,1,2
000102200,1,2
313010000,1,2
100300320,1,2
002103000,1,2
103110100,1,2
220100001,1,2
210112110,1,2
011101202,1,2
011221110,1,2
002321000,1,2
112100101,1,2
320100110,1,2
012220010,1,2
001110220,1,2
230210000,1,2
011102010,1,2
210111100,1,2
000030101,1,2
103110010,1,2
101330100,1,2
110000210,1,2
120101120,1,2
121110010,1,2
101110020,1,2
100201200,1,2
210121200,1,2
023101110,1,2
111130000,1,2
210200020,1,2
210000310,1,2
302220000,1,2
210220000,1,2
101321000,1,2
200220300,1,2
222002000,1,2
002211100,1,2
000111300,1,2
020000300,1,2
101230110,1,2
031200000,1,2
001100310,1,2
123001200,1,2
111203001,1,2
330120000,1,2
103310001,1,2
112001100,1,2
000313100,1,2
003000003,1,2
012110300,1,2
100102030,1,2
110102300,1,2
110121001,1,2
112202100,1,2
022001010,1,2
201200010,1,2
202310100,1,2
030301002,1,2
220201100,1,2
001130100,1,2
111002100,1,2
102110020,1,2
110310100,1,2
300320000,1,2
010320100,1,2
002200001,1,2
310220000,1,2
001113000,1,2
022101100,1,2
300300020,1,2
110110300,1,2
000002220,1,2
221010000,1,2
020113000,1,2
212100100,1,2
003130110,1,2
102100200,1,2
112101101,1,2
110001310,1,2
101310300,1,2
003001120,1,2
010311100,1,2
123001011,1,2
020310001,1,2
001000230,1,2
121210000,1,2
011012010,1,2
312300000,1,2
302010000,1,2
110202110,1,2
003111110,1,2
000330101,1,2
020310100,1,2
110110101,1,2
012001001,1,2
201320000,1,2
201310010,1,2
011030300,1,2
020111000,1,2
101320100,1,2
011012110,1,2
201100110,1,2
110102020,1,2
001113010,1,2
013110200,1,2
100013010,1,2
013220100,1,2
102230100,1,2
113011000,1,2
011211101,1,2
201110100,1,2
101102300,1,2
121110210,1,2
012220100,1,2
013100001,1,2
121103000,1,2
220101100,1,2
122211000,1,2
110210121,1,2
121101111,1,2
220000100,1,2
302310000,1,2
102300300,1,2
130010010,1,2
032300000,1,2
101102220,1,2
303010000,1,2
001131100,1,2
011111011,1,2
011122001,1,2
020102202,1,2
000300030,1,2
002031100,1,2
030310010,1,2
120200300,1,2
030000002,1,2
030020000,1,2
300000030,1,2
003032000,1,2
130110010,1,2
112021110,1,2
012103101,1,2
110300110,1,2
210121100,1,2
021300101,1,2
100220001,1,2
011300130,1,2
001130010,1,2
221211000,1,2
010211020,1,2
113100300,1,2
122000000,1,2
301111000,1,2
022110200,1,2
203030000,1,2
001300010,1,2
110310010,1,2
123030000,1,2
110012000,1,2
210111200,1,2
002111010,1,2
112021100,1,2
012300001,1,2
003230100,1,2
100132100,1,2
011310100,1,2
111002101,1,2
001002300,1,2
011200110,1,2
012110011,1,2
222000100,1,2
101111300,1,2
201003000,1,2
033000003,1,2
101201200,1,2
012013001,1,2
012221100,1,2
000130030,1,2
020201200,1,2
201103000,1,2
103200020,1,2
101303000,1,2
120002011,1,2
030001310,1,2
112101011,1,2
113100101,1,2
131000001,1,2
112210001,1,2
021100100,1,2
000232002,1,2
012221000,1,2
020200300,1,2
012220020,1,2
320000300,1,2
003111000,1,2
001031000,1,2
003003000,1,2
101131000,1,2
122001100,1,2
012111111,1,2
102211110,1,2
102020000,1,2
201110110,1,2
213101001,1,2
113020000,1,2
000021230,1,2
001210200,1,2
130301001,1,2
101010200,1,2
033100000,1,2
100211110,1,2
221101100,1,2
202110011,1,2
003030003,1,2
010010300,1,2
212111000,1,2
011212100,1,2
021112100,1,2
030111001,1,2
011100030,1,2
110310001,1,2
013000100,1,2
120103200,1,2
110111102,1,2
012302000,1,2
221100010,1,2
013020000,1,2
221121000,1,2
021001010,1,2
112113000,1,2
110100020,1,2
313000000,1,2
111010010,1,2
020210100,1,2
203003000,1,2
131310000,1,2
001111201,1,2
020301200,1,2
321110000,1,2
120202100,1,2
201330000,1,2
111122100,1,2
212121000,1,2
121210010,1,2
030100300,1,2
101001011,1,2
200220010,1,2
210101310,1,2
110320101,1,2
120101100,1,2
001132000,1,2
113011110,1,2
003030100,1,2
111102300,1,2
001102100,1,2
123001010,1,2
002100210,1,2
110301300,1,2
010131110,1,2
012130200,1,2
211120110,1,2
123000010,1,2
011202000,1,2
003200020,1,2
112010000,1,2
110112110,1,2
011220000,1,2
010121010,1,2
032000100,1,2
003220010,1,2
110101201,1,2
022300000,1,2
310021000,1,2
000302200,1,2
110001120,1,2
110020010,1,2
000311100,1,2
111100130,1,2
222102000,1,2
110232000,1,2
310102000,1,2
011301110,1,2
131110010,1,2
220311000,1,2
231100010,1,2
003101200,1,2
321101010,1,2
111200030,1,2
113000100,1,2
201200110,1,2
100201100,1,2
032200000,1,2
121210110,1,2
013030001,1,2
010101103,1,2
101112000,1,2
100220220,1,2
101101101,1,2
013200100,1,2
110022000,1,2
013000010,1,2
010310110,1,2
012210001,1,2
012130000,1,2
011111030,1,2
012101210,1,2
201010010,1,2
110110111,1,2
110121020,1,2
012000101,1,2
000300220,1,2
310230000,1,2
013001000,1,2
110230000,1,2
011003100,1,2
200030000,1,2
030103000,1,2
011112001,1,2
111110310,1,2
102113000,1,2
020211000,1,2
211300101,1,2
021120111,1,2
102130100,1,2
111211200,1,2
101131110,1,2
130111101,1,2
013120000,1,2
020002200,1,2
001330100,1,2
100131000,1,2
001220030,1,2
211200100,1,2
010130101,1,2
001101111,1,2
121011011,1,2
202210000,1,2
110201210,1,2
200300300,1,2
230310000,1,2
103111100,1,2
010002320,1,2
202110000,1,2
121121100,1,2
132010000,1,2
112011010,1,2
210100300,1,2
210000002,1,2
102320100,1,2
111113100,1,2
310001200,1,2
011330000,1,2
330000200,1,2
000201200,1,2
112112001,1,2
101131100,1,2
303011000,1,2
200110300,1,2
102111010,1,2
012023000,1,2
023003000,1,2
011300100,1,2
000100230,1,2
011102002,1,2
112100300,1,2
103010210,1,2
200300110,1,2
013001030,1,2
100110300,1,2
033000030,1,2
120201000,1,2
021100020,1,2
122101011,1,2
002120010,1,2
112202010,1,2
111030000,1,2
122101010,1,2
312200010,1,2
211011111,1,2
110121110,1,2
011220100,1,2
120101300,1,2
113210100,1,2
112201101,1,2
220110010,1,2
110221010,1,2
301301100,1,2
211011110,1,2
121011010,1,2
102001010,1,2
111211101,1,2
201011000,1,2
112012100,1,2
213210000,1,2
001311000,1,2
031000100,1,2
012330000,1,2
110012010,1,2
101111111,1,2
201111110,1,2
010000130,1,2
112200200,1,2
110130110,1,2
000230010,1,2
013100130,1,2
121200100,1,2
021101010,1,2
110001111,1,2
012001100,1,2
120112110,1,2
210002120,1,2
123102000,1,2
220130000,1,2
311111100,1,2
320002100,1,2
010102001,1,2
110201011,1,2
020003002,1,2
000332000,1,2
020002002,1,2
111201300,1,2
000200030,1,2
000010130,1,2
110101003,1,2
321120000,1,2
012320000,1,2
110030310,1,2
021221100,1,2
001133000,1,2
100232000,1,2
000210110,1,2
003000110,1,2
111001001,1,2
330100100,1,2
111200200,1,2
122000100,1,2
111011110,1,2
013130000,1,2
003201020,1,2
133101000,1,2
112210200,1,2
211201110,1,2
300002010,1,2
201101010,1,2
030103001,1,2
000330210,1,2
231101010,1,2
310010300,1,2
011310200,1,2
222001011,1,2
220120000,1,2
023100102,1,2
013021020,1,2
111112020,1,2
000300200,1,2
012311010,1,2
112030011,1,2
013111110,1,2
312001000,1,2
311000210,1,2
110110120,1,2
300213000,1,2
330101100,1,2
001101301,1,2
130211000,1,2
301000100,1,2
110123000,1,2
001210110,1,2
111011001,1,2
103100200,1,2
012310000,1,2
130100010,1,2
123101100,1,2
120031001,1,2
090000000,1,2
311000202,1,2
002011300,1,2
020103300,1,2
122100010,1,2
001231100,1,2
020022000,1,2
010330100,1,2
021101000,1,2
112300110,1,2
001000220,1,2
202310000,1,2
321200100,1,2
010011300,1,2
000031030,1,2
000002030,1,2
000100130,1,2
010101130,1,2
030110011,1,2
002033000,1,2
103101100,1,2
000313010,1,2
101130210,1,2
020210000,1,2
001100210,1,2
210101002,1,2
010112110,1,2
001231000,1,2
003022000,1,2
020230000,1,2
110031110,1,2
130210010,1,2
001122100,1,2
101120110,1,2
110211110,1,2
020120000,1,2
001201230,1,2
010300110,1,2
210112100,1,2
211010110,1,2
010110310,1,2
000333000,1,2
200121300,1,2
110102200,1,2
101222000,1,2
012101300,1,2
112112100,1,2
211110000,1,2
130310010,1,2
013101100,1,2
003230010,1,2
120200020,1,2
100133000,1,2
320003001,1,2
022022000,1,2
100210200,1,2
011021000,1,2
202000200,1,2
130101100,1,2
302120000,1,2
012200200,1,2
111221100,1,2
201010220,1,2
000231010,1,2
112101030,1,2
003020300,1,2
321000000,1,2
000011300,1,2
303210000,1,2
011112110,1,2
111012011,1,2
002012000,1,2
220320000,1,2
102301100,1,2
111102101,1,2
121111010,1,2
022110100,1,2
101033000,1,2
201122000,1,2
120121010,1,2
101221000,1,2
020130000,1,2
011000030,1,2
101301000,1,2
201200310,1,2
310101100,1,2
130101001,1,2
201021030,1,2
310202100,1,2
102100020,1,2
120001100,1,2
130301000,1,2
021030000,1,2
001100130,1,2
022020002,1,2
020111100,1,2
022310100,1,2
111110101,1,2
110002010,1,2
020002210,1,2
122120000,1,2
201111100,1,2
212200100,1,2
111010110,1,2
311110010,1,2
112130010,1,2
013110201,1,2
001330010,1,2
012200110,1,2
300011000,1,2
221101101,1,2
010113200,1,2
120301100,1,2
101121000,1,2
022101110,1,2
111201010,1,2
220001000,1,2
121210002,1,2
033003000,1,2
012000230,1,2
110101002,1,2
000301100,1,2
011000300,1,2
122112000,1,2
110302001,1,2
011200200,1,2
100221100,1,2
221100200,1,2
310003100,1,2
111330000,1,2
012010220,1,2
122100210,1,2
202010000,1,2
010012020,1,2
003310001,1,2
003200200,1,2
023010000,1,2
200100200,1,2
232000000,1,2
121100100,1,2
000113100,1,2
201100030,1,2
202200100,1,2
210302100,1,2
111112101,1,2
003300110,1,2
103201100,1,2
103010100,1,2
001332000,1,2
103100300,1,2
110222000,1,2
210101100,1,2
133200000,1,2
023100000,1,2
200210100,1,2
003030020,1,2
110001011,1,2
101220100,1,2
110120220,1,2
002111300,1,2
011111210,1,2
110311100,1,2
113002110,1,2
011020010,1,2
111130110,1,2
202100030,1,2
012112010,1,2
130210001,1,2
202101100,1,2
222000110,1,2
010122000,1,2
110320001,1,2
003101001,1,2
201111000,1,2
020201100,1,2
320000100,1,2
001021001,1,2
111001120,1,2
102120100,1,2
100112010,1,2
201120000,1,2
100100310,1,2
211002010,1,2
300100230,1,2
022201110,1,2
200110020,1,2
013011000,1,2
220202100,1,2
001300300,1,2
001300030,1,2
110131001,1,2
120211000,1,2
212301000,1,2
300030030,1,2
022000101,1,2
011000111,1,2
201300010,1,2
112100110,1,2
131001003,1,2
010120120,1,2
330200010,1,2
101010020,1,2
310000100,1,2
010230010,1,2
221200000,1,2
012302100,1,2
120000110,1,2
002100310,1,2
310103000,1,2
101112010,1,2
000111120,1,2
102011000,1,2
013200120,1,2
012300021,1,2
201131000,1,2
110200110,1,2
112102000,1,2
110121030,1,2
101230100,1,2
220001100,1,2
022230000,1,2
003310110,1,2
000000009,1,2
112020010,1,2
223100000,1,2
100301103,1,2
022201100,1,2
220121000,1,2
222100020,1,2
210210010,1,2
110102101,1,2
020210002,1,2
132101010,1,2
120001200,1,2
102111200,1,2
210002030,1,2
210102010,1,2
110331000,1,2
300200100,1,2
000330300,1,2
021210100,1,2
311200020,1,2
231100000,1,2
021200100,1,2
101011010,1,2
122001000,1,2
120110010,1,2
031201000,1,2
110101120,1,2
130031000,1,2
220100000,1,2
010112210,1,2
003300120,1,2
112103001,1,2
110012200,1,2
100101101,1,2
110122010,1,2
312110000,1,2
001001300,1,2
120001110,1,2
000110220,1,2
112221100,6,3
113310100,6,3
223300000,6,3
113310010,5,3
303330000,5,3
203320000,5,3
203330000,5,3
013330000,4,3
113211100,4,3
003330100,4,3
113311100,4,3
313300000,4,3
113111110,4,3
333300000,4,3
113311000,4,3
112211110,4,3
113311110,3,3
112321000,3,3
103330000,3,3
123301000,3,3
113321000,3,3
313310100,3,3
112111120,3,3
113230000,3,3
212321000,3,3
221221000,3,3
111212110,3,3
003330300,3,3
103310300,3,3
900100000,3,3
113301200,3,3
311111110,3,3
233300000,3,3
103320010,3,3
113331110,3,3
303303000,3,3
122222200,3,3
223310000,3,3
330330000,3,3
222220000,3,3
013330100,3,3
113300300,3,3
222221110,3,3
113303000,3,3
112321100,3,3
112221210,3,3
233330000,3,3
003331000,3,3
031313000,3,3
013311110,3,3
213330000,3,3
111211111,3,3
113221100,3,3
112121111,3,3
103330010,3,3
223321100,3,3
313300100,2,3
113320200,2,3
313311100,2,3
003300330,2,3
213211000,2,3
213201100,2,3
323310000,2,3
331303000,2,3
013300030,2,3
113320110,2,3
332200000,2,3
113333000,2,3
113230120,2,3
223211100,2,3
212221210,2,3
313300300,2,3
322210000,2,3
323300000,2,3
111113110,2,3
212302000,2,3
122221200,2,3
113310111,2,3
213311000,2,3
111331101,2,3
013112230,2,3
212221000,2,3
112220210,2,3
113320000,2,3
331310000,2,3
222301100,2,3
230110300,2,3
113331010,2,3
112222100,2,3
003130300,2,3
000200900,2,3
113320300,2,3
322230000,2,3
213300100,2,3
112112110,2,3
212230000,2,3
112112200,2,3
213100300,2,3
113133100,2,3
003310300,2,3
112222110,2,3
213321100,2,3
313300200,2,3
112322100,2,3
322312100,2,3
113320100,2,3
201330100,2,3
112330200,2,3
113310310,2,3
111131111,2,3
123212010,2,3
113312100,2,3
111131110,2,3
222222100,2,3
103230100,2,3
113321110,2,3
111112111,2,3
112332110,2,3
112331000,2,3
223300200,2,3
233301110,2,3
113211010,2,3
013211110,2,3
313330000,2,3
022220200,2,3
003332000,2,3
222330200,2,3
112312100,2,3
011113330,2,3
133231100,2,3
112211200,2,3
113212000,2,3
112311110,2,3
213231000,2,3
112212110,2,3
323320000,2,3
123311110,2,3
112322000,2,3
033303000,2,3
112320210,2,3
113321120,2,3
110131310,2,3
211131210,2,3
112121110,2,3
121202110,2,3
220232000,2,3
112222000,2,3
000290000,2,3
103320210,2,3
013311010,2,3
112331100,2,3
221111311,2,3
223322000,2,3
113011030,2,3
013131100,2,3
000232030,2,3
113211110,2,3
113221000,2,3
111311210,2,3
133310300,2,3
221212000,2,3
111311200,2,3
113211210,2,3
113113000,2,3
211311100,2,3
111212200,2,3
232330000,2,3
111221110,2,3
023331000,2,3
121122310,2,3
112210300,2,3
223301001,2,3
110111320,2,3
112230100,2,3
222221210,2,3
311121110,1,3
302310100,1,3
102331100,1,3
113012200,1,3
230222200,1,3
010223002,1,3
233321000,1,3
132203000,1,3
310112213,1,3
211223100,1,3
013200230,1,3
223312010,1,3
111221210,1,3
333100300,1,3
001311130,1,3
313101220,1,3
203300020,1,3
113112011,1,3
031300030,1,3
021123121,1,3
223211110,1,3
112331010,1,3
113323100,1,3
390000000,1,3
211131110,1,3
302300030,1,3
121221300,1,3
123310010,1,3
033120300,1,3
212120330,1,3
222202130,1,3
111132100,1,3
021332000,1,3
330103100,1,3
331300200,1,3
011123110,1,3
103130200,1,3
003323300,1,3
003300320,1,3
111310111,1,3
111111031,1,3
123212102,1,3
212311100,1,3
013331210,1,3
113330100,1,3
131330000,1,3
303310300,1,3
112311020,1,3
111200323,1,3
331111110,1,3
203320120,1,3
332100120,1,3
033230000,1,3
212331002,1,3
211330310,1,3
113231100,1,3
212131030,1,3
211121200,1,3
011302030,1,3
103330200,1,3
203201110,1,3
113332000,1,3
130203010,1,3
111220120,1,3
901300000,1,3
110332310,1,3
321202030,1,3
312310220,1,3
302311300,1,3
222020020,1,3
332330000,1,3
113220100,1,3
112310200,1,3
111222020,1,3
132310020,1,3
222212201,1,3
231211200,1,3
112310110,1,3
031031030,1,3
112320310,1,3
112222200,1,3
112213201,1,3
112130120,1,3
330303200,1,3
313330010,1,3
203220020,1,3
202110022,1,3
310033030,1,3
021232022,1,3
303200030,1,3
030301230,1,3
023230300,1,3
111323300,1,3
321220000,1,3
203320300,1,3
233102100,1,3
303310100,1,3
221211120,1,3
313201000,1,3
201322220,1,3
013303003,1,3
220132000,1,3
023111200,1,3
232303100,1,3
121122200,1,3
220202020,1,3
110231210,1,3
031303000,1,3
113100320,1,3
033233000,1,3
121313000,1,3
003303030,1,3
010301213,1,3
113320120,1,3
322300101,1,3
111131120,1,3
013220330,1,3
133112102,1,3
321312100,1,3
311101210,1,3
222210100,1,3
211220220,1,3
221313100,1,3
113311210,1,3
113032111,1,3
112211101,1,3
013130020,1,3
032033001,1,3
221122310,1,3
211111300,1,3
103331200,1,3
122330210,1,3
022103012,1,3
111121221,1,3
112322110,1,3
022103102,1,3
112201210,1,3
211103002,1,3
123321020,1,3
133303001,1,3
203330200,1,3
312100300,1,3
022222000,1,3
221221220,1,3
032300002,1,3
030233030,1,3
221122101,1,3
000130330,1,3
212120120,1,3
330310000,1,3
030230320,1,3
113222010,1,3
013330010,1,3
213220310,1,3
233100300,1,3
122301300,1,3
110121310,1,3
122312000,1,3
232002302,1,3
211211210,1,3
231123000,1,3
903000000,1,3
013100230,1,3
013001090,1,3
333301000,1,3
210033030,1,3
311111011,1,3
111103111,1,3
113202210,1,3
003330320,1,3
011201230,1,3
313130210,1,3
220301200,1,3
313130000,1,3
311300020,1,3
120000700,1,3
221002313,1,3
112222211,1,3
220031200,1,3
220303001,1,3
321311010,1,3
223200220,1,3
013333000,1,3
131312210,1,3
333300200,1,3
223321001,1,3
331110100,1,3
212230100,1,3
303222000,1,3
112111112,1,3
113231000,1,3
100000090,1,3
112120330,1,3
131032100,1,3
032333000,1,3
122221121,1,3
232113200,1,3
112331110,1,3
090100000,1,3
221201211,1,3
131110030,1,3
113222100,1,3
303300300,1,3
211310110,1,3
120213130,1,3
223310020,1,3
311211120,1,3
320201002,1,3
111130300,1,3
113030110,1,3
213210300,1,3
131130120,1,3
201110320,1,3
322311000,1,3
103330210,1,3
000333200,1,3
122202200,1,3
031301102,1,3
113201200,1,3
112211220,1,3
113132000,1,3
122213001,1,3
211123100,1,3
313211110,1,3
022103320,1,3
223302100,1,3
112201120,1,3
013302110,1,3
123331000,1,3
133101210,1,3
312300101,1,3
212222210,1,3
131101331,1,3
321211220,1,3
330001003,1,3
122211100,1,3
012301220,1,3
300331000,1,3
312211100,1,3
003330200,1,3
113201101,1,3
330303010,1,3
320133100,1,3
333100000,1,3
120312010,1,3
223121110,1,3
213301220,1,3
121113021,1,3
103311110,1,3
211320110,1,3
013313021,1,3
313322000,1,3
033300320,1,3
110123101,1,3
303300220,1,3
112121210,1,3
212120320,1,3
113120230,1,3
333200110,1,3
211212120,1,3
111122110,1,3
323100010,1,3
031132301,1,3
102311110,1,3
302321300,1,3
203330010,1,3
313310110,1,3
112212020,1,3
213131020,1,3
232222100,1,3
211111220,1,3
201111310,1,3
313222000,1,3
132010310,1,3
222203210,1,3
320112111,1,3
111330010,1,3
211331120,1,3
230112020,1,3
011121220,1,3
013303111,1,3
130212110,1,3
031131110,1,3
313301210,1,3
030323000,1,3
032200300,1,3
030700000,1,3
221320020,1,3
330222001,1,3
333110100,1,3
102321300,1,3
003120320,1,3
221311110,1,3
